Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	gamma	speciation_rates[1]	total_speciation	turnover
61	1	-38.94322	-43.92862	4.985393	0.08630167	0.0338345	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.00786894	0.006408191	0.0863017	0.08630167	0.0911795
62	0	-40.69432	-44.77005	4.07573	0.1054399	0.07102311	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.0314481	0.001711422	0.10544	0.1054399	0.2982558
63	1	-40.28428	-44.90017	4.61589	0.07268327	0.09639443	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.00712779	0.02240787	0.0726833	0.07268327	0.09806646
64	0	-38.46391	-43.74149	5.277581	0.07708111	0.03820368	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.00840841	0.0009925262	0.0770811	0.07708111	0.1090852
65	1	-39.90105	-44.57031	4.669257	0.08135008	0.06021374	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.0150593	0.02677153	0.0813501	0.08135008	0.1851171
66	0	-40.0033	-44.74156	4.73826	0.07708111	0.09276528	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0138063	0.0003630395	0.0770811	0.07708111	0.1791141
67	1	-43.07983	-48.56724	5.487414	0.06296421	0.05309546	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.0281934	0.008249805	0.0629642	0.06296421	0.4477684
68	0	-38.53583	-43.73402	5.198198	0.07708111	0.047069	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	0.00824121	6.545142e-05	0.0770811	0.07708111	0.1069161
69	1	-38.73068	-44.2833	5.552624	0.06296421	0.05118179	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.00279519	0.003642386	0.0629642	0.06296421	0.04439324
70	0	-38.557	-44.11222	5.555217	0.06489441	0.04860168	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	0.0037977	6.577829e-05	0.0648944	0.06489441	0.0585212
71	1	-39.86104	-45.12371	5.262668	0.06072132	0.08644347	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.00332251	0.004229193	0.0607213	0.06072132	0.05471728
72	0	-41.36762	-45.1651	3.797481	0.1138516	0.07470533	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.034572	0.0001532986	0.113852	0.1138516	0.3036581
73	1	-39.96605	-45.08279	5.11674	0.06072132	0.1044022	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.00107375	0.0008633321	0.0607213	0.06072132	0.01768318
74	0	-39.98917	-44.42529	4.436115	0.09323296	0.07380399	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0211432	0.0001888573	0.093233	0.09323296	0.2267783
75	1	-40.68883	-44.92776	4.238925	0.08592387	0.1157851	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0153855	0.0002588109	0.0859239	0.08592387	0.1790596
76	0	-39.86614	-44.49646	4.630316	0.07347963	0.114786	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.00129447	0.0001405119	0.0734796	0.07347963	0.01761676
77	1	-41.76051	-46.19867	4.438161	0.08861809	0.08767163	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.039387	0.0002168147	0.0886181	0.08861809	0.4444573
78	0	-39.22653	-44.57894	5.352406	0.072293	0.04616719	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0150798	0.0001759863	0.072293	0.072293	0.2085922
79	1	-39.10878	-44.05268	4.943906	0.08718699	0.04157722	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0202736	0.0001092941	0.087187	0.08718699	0.2325303
80	0	-40.61452	-46.00979	5.395271	0.072293	0.04180753	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0258453	0.0002490501	0.072293	0.072293	0.3575075
81	1	-40.3048	-44.8702	4.5654	0.09702486	0.04936644	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0394218	0.0001122792	0.0970249	0.09702486	0.4063064
82	0	-42.61159	-47.25764	4.646051	0.072293	0.1163008	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0270175	0.0006779098	0.072293	0.072293	0.3737219
83	1	-45.60757	-49.30715	3.699576	0.09702486	0.1357735	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0631918	0.0002875688	0.0970249	0.09702486	0.651295
84	0	-41.61025	-46.45114	4.840896	0.072293	0.09728687	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0238298	0.0002072849	0.072293	0.072293	0.3296281
85	1	-38.521	-44.02761	5.506608	0.06475944	0.05387073	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	0.00232005	6.998067e-05	0.0647594	0.06475944	0.03582571
86	0	-44.06935	-47.88515	3.815797	0.072293	0.1998393	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0208226	0.0001647359	0.072293	0.072293	0.2880307
87	1	-40.34867	-44.68946	4.340782	0.09188155	0.08751993	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.00803851	0.0001352992	0.0918815	0.09188155	0.08748777
88	0	-40.45535	-45.17472	4.719373	0.072293	0.1088397	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.0118375	0.000806638	0.072293	0.072293	0.1637429
89	1	-41.00412	-45.64041	4.636295	0.06655701	0.1348727	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.00739218	0.0006070892	0.066557	0.06655701	0.1110653
90	0	-40.14828	-44.87533	4.727054	0.072293	0.1088397	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	0.00856045	3.856683e-05	0.072293	0.072293	0.1184132
91	1	-40.79046	-45.43234	4.641882	0.06655701	0.1348727	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	0.00549049	4.831582e-05	0.066557	0.06655701	0.08249302
92	0	-40.18344	-45.7482	5.564753	0.07553196	0.01515286	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	0.00769856	5.928309e-05	0.075532	0.07553196	0.1019245
93	1	-39.47874	-45.19032	5.711583	0.06953898	0.01877722	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	0.0067571	6.274743e-05	0.069539	0.06953898	0.09716992
94	0	-38.61824	-44.25796	5.639713	0.06883406	0.02809389	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	0.00660569	8.690272e-05	0.0688341	0.06883406	0.09596539
95	1	-38.65017	-43.87558	5.225408	0.08048957	0.03391737	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	0.012202	8.194232e-05	0.0804896	0.08048957	0.1515979
96	0	-38.51658	-43.90742	5.390838	0.06883406	0.05289757	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.00448287	0.0001706543	0.0688341	0.06883406	0.06512579
97	1	-38.66191	-43.73466	5.07275	0.08019042	0.04970297	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.00863264	0.0004762303	0.0801904	0.08019042	0.1076518
98	0	-38.91428	-44.64239	5.728104	0.06329947	0.03523877	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.00677394	0.001013121	0.0632995	0.06329947	0.1070141
99	1	-38.78201	-44.10364	5.321624	0.08019042	0.0232058	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.00251623	0.002085949	0.0801904	0.08019042	0.0313782
100	0	-39.60852	-45.00022	5.391701	0.07925844	0.01897074	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.0155503	0.002160913	0.0792584	0.07925844	0.1961971
101	1	-40.10034	-44.78568	4.685336	0.1004079	0.0236303	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.0310556	0.003518371	0.100408	0.1004079	0.3092941
102	0	-42.13701	-48.10363	5.966619	0.05863444	0.02296133	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.0196661	0.003692414	0.0586344	0.05863444	0.3354025
103	1	-40.11633	-44.57456	4.458225	0.1004079	0.04791786	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.0148628	0.001941904	0.100408	0.1004079	0.1480239
104	0	-41.2087	-45.41336	4.204659	0.1161013	0.02429212	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.055239	0.002975283	0.116101	0.1161013	0.4757833
105	1	-39.16367	-43.9675	4.803836	0.08474837	0.06227988	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0106451	0.0008644436	0.0847484	0.08474837	0.1256083
106	0	-41.21178	-45.01858	3.806804	0.1161013	0.06460414	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.0476202	0.002448757	0.116101	0.1161013	0.410161
107	1	-40.50606	-45.09321	4.587158	0.08376699	0.08675182	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.0245661	0.001058808	0.083767	0.08376699	0.2932671
108	0	-39.56498	-44.32819	4.763202	0.090821	0.04543176	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.0263411	0.003221814	0.090821	0.090821	0.2900331
109	1	-42.52558	-47.13628	4.610698	0.09139289	0.06160511	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0514416	0.0005515779	0.0913929	0.09139289	0.5628623
110	0	-42.60221	-45.96654	3.364333	0.1053577	0.1371404	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.038507	0.006985035	0.105358	0.1053577	0.3654878
111	1	-41.00703	-45.25743	4.250401	0.09139289	0.09702174	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.0305315	0.001164614	0.0913929	0.09139289	0.334069
112	0	-41.54125	-45.40226	3.861009	0.08331535	0.1352797	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.00890265	0.02652573	0.0833154	0.08331535	0.1068549
113	1	-41.39414	-45.66064	4.266497	0.07227214	0.1505752	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.0097565	0.004422633	0.0722721	0.07227214	0.1349967
114	0	-42.93879	-46.14568	3.206889	0.1043818	0.150659	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.0261028	0.01219273	0.104382	0.1043818	0.2500701
115	1	-40.65412	-45.13142	4.477304	0.07227214	0.1323171	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.00689016	0.001599983	0.0722721	0.07227214	0.09533627
116	0	-42.12536	-45.82161	3.69625	0.08802738	0.1592849	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.0210326	0.004599475	0.0880274	0.08802738	0.2389324
117	1	-40.49732	-44.88671	4.389382	0.07227214	0.1419849	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.000288469	0.0007243678	0.0722721	0.07227214	0.003991426
118	0	-39.11744	-44.41711	5.299675	0.0726172	0.04795112	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.0132807	0.002674553	0.0726172	0.0726172	0.1828868
119	1	-39.45494	-44.71942	5.264485	0.07227214	0.0550129	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0155806	0.0001860244	0.0722721	0.07227214	0.2155827
120	0	-39.71067	-44.35039	4.63972	0.0963692	0.0392229	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.0291231	0.004827094	0.0963692	0.0963692	0.3022034
121	1	-41.15457	-45.32811	4.17354	0.09929626	0.08115601	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0412774	0.0005687129	0.0992963	0.09929626	0.4156995
122	0	-39.78539	-44.45643	4.671039	0.0963692	0.03668162	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.0316583	0.004236491	0.0963692	0.0963692	0.3285104
123	1	-40.07323	-45.16872	5.095493	0.07825101	0.05355579	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0252086	0.0002746587	0.078251	0.07825101	0.3221507
124	0	-40.14279	-45.28355	5.140759	0.05952181	0.1022094	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.00139512	0.004319118	0.0595218	0.05952181	0.02343882
125	1	-38.63605	-43.7288	5.092754	0.07438979	0.06559485	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.00195394	0.0003070402	0.0743898	0.07438979	0.02626627
