Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta	gamma
356	0	-26.27808	-30.58695	4.308873	0.02187066	0.007759025
357	1	-27.70407	-32.03995	4.335889	0.008755454	0.01817271
358	0	-27.13507	-31.34454	4.209469	0.02817047	0.01139962
359	1	-26.49883	-30.89219	4.393361	0.01291339	0.008267534
360	0	-27.92075	-32.0438	4.123055	0.03685943	0.01135213
361	1	-27.0352	-31.22916	4.193954	0.03628873	0.004832862
362	0	-26.38045	-30.75785	4.377398	0.01427584	0.008501407
363	1	-25.81985	-30.14818	4.32833	0.02367093	0.004013085
364	0	-26.71993	-30.98295	4.263028	0.02344458	0.01076968
365	1	-25.85459	-30.23363	4.379045	0.0183976	0.004214914
366	0	-26.18852	-30.46271	4.274186	0.02906078	0.004037625
367	1	-25.76673	-30.20047	4.433734	0.0158964	0.001247174
368	0	-26.32253	-30.58073	4.258204	0.03107367	0.003622912
369	1	-25.98102	-30.26642	4.285397	0.0297807	0.00219663
370	0	-26.54248	-30.91382	4.371348	0.01371925	0.009662928
371	1	-27.44612	-31.67122	4.225103	0.01944053	0.01856617
372	0	-28.75513	-32.89256	4.137433	0.01429392	0.03247981
373	1	-28.72264	-32.84653	4.123888	0.01681072	0.03131748
374	0	-28.25524	-32.34039	4.085153	0.04354112	0.008460608
375	1	-26.85008	-31.11339	4.263307	0.02140465	0.01278163
376	0	-25.78582	-30.18969	4.403876	0.01726668	0.002862774
377	1	-25.51374	-29.88645	4.372716	0.02077205	0.002473344
378	0	-26.71213	-31.14797	4.435837	0.01086363	0.006069697
379	1	-26.13008	-30.49299	4.36291	0.01710869	0.007117285
380	0	-26.28845	-30.59407	4.305626	0.02223468	0.00771971
381	1	-26.51769	-30.80038	4.282687	0.02289175	0.009356539
382	0	-26.20723	-30.47112	4.263888	0.03197082	0.002157388
383	1	-25.79897	-30.15326	4.354286	0.02091229	0.004176144
384	0	-25.57361	-29.93344	4.359828	0.0216984	0.002835831
385	1	-26.1809	-30.4795	4.298603	0.02456127	0.006095435
386	0	-25.895	-30.31566	4.420657	0.01600177	0.002449552
387	1	-26.15938	-30.55566	4.396283	0.01466631	0.006222456
388	0	-26.15096	-30.43244	4.281473	0.02794186	0.004427844
389	1	-26.10312	-30.40164	4.298518	0.02539445	0.005270789
390	0	-25.43866	-29.80199	4.363336	0.02205342	0.002129982
391	1	-25.77832	-30.11733	4.339012	0.02267604	0.00393979
392	0	-26.16812	-30.5521	4.383975	0.01525915	0.006860406
393	1	-26.28966	-30.59891	4.309251	0.02166482	0.007927073
394	0	-27.04354	-31.28686	4.243326	0.02208928	0.01409514
395	1	-26.79866	-31.0461	4.247444	0.02538561	0.01038696
396	0	-27.56496	-31.74783	4.182872	0.02584792	0.01638186
397	1	-27.60948	-31.75457	4.145089	0.03859454	0.007413555
398	0	-33.51625	-37.06285	3.546603	0.03570891	0.07014783
399	1	-26.94956	-31.21065	4.261097	0.02044168	0.01396568
400	0	-28.12732	-32.25122	4.123896	0.02938275	0.01874471
401	1	-26.35264	-30.68035	4.327711	0.01841716	0.009328783
402	0	-26.84022	-31.11593	4.275718	0.0196549	0.01329035
403	1	-26.70777	-30.98262	4.274845	0.02146144	0.01157104
404	0	-30.72209	-34.56443	3.84234	0.06304898	0.01323402
405	1	-28.26596	-32.36327	4.097313	0.03544228	0.01534341
406	0	-28.13081	-32.23553	4.104719	0.03740979	0.01263536
407	1	-26.84955	-31.12052	4.270977	0.02021525	0.01320408
408	0	-30.7076	-34.58202	3.874414	0.03359608	0.03947958
409	1	-29.23064	-33.26526	4.034618	0.02656161	0.03049362
410	0	-27.70155	-32.07056	4.369007	0.008002531	0.01561381
411	1	-29.9462	-33.99914	4.052944	0.007828112	0.04739452
412	0	-27.53329	-31.91876	4.385478	0.008442724	0.01352649
413	1	-29.86888	-34.18086	4.311979	0.002233039	0.02708605
414	0	-28.37449	-32.78447	4.409975	0.005753838	0.0137657
415	1	-29.48656	-33.93195	4.445396	0.004028259	0.01194912
